序号,诉求内容
1586,市民反映，东城区北京医院东门东侧信合鲜花水果礼品店门口北侧，有个下水道污水井盖往外池漏水水很臭，希望及时处理防止结冰，来电反映井盖返水问题。注：请及时向来电人反馈办理情况。工单流转：东华门街道回退意见：2023年2月1日，区城管委回退意见表明：城管委权属设施运行正常，案件涉及的污水井疑似边上鲜花店或快餐店向内进行排污，即疑似商户私接管道反水。2月3日，东城区城管委安排水务管理科会同东华门街道现场核实确认为2月1日私接管道的商户户线返水。根据此情况，按照《中华人民共和国城镇排水与污水处理条例》第四十九条 违反本条例规定，城镇排水与污水处理设施覆盖范围内的排水单位和个人，未按照国家有关规定将污水排入城镇排水设施，或者在雨水、污水分流地区将污水排入雨水管网的，由城镇排水主管部门责令改正，给予警告;逾期不改正或者造成严重后果的，对单位处10万元以上20万元以下罚款，对个人处2万元以上10万元以下罚款;造成损失的，依法承担赔偿责任。第五十条 违反本条例规定，排水户未取得污水排入排水管网许可证向城镇排水设施排放污水的，由城镇排水主管部门责令停止违法行为，限期采取治理措施，补办污水排入排水管网许可证，可以处50万元以下罚款;造成损失的，依去承担赔偿责任;构成犯罪的，依法追究刑事责任。请转北京市水务局水政监察大队
1587,市民反映，东城区大华路北京医院门口信合鲜花水果礼品店门口的污水井盖往外喷水，味道很臭马路上都是水已经结冰，一直没人处理。来电反映将污水井盖喷水。注：请及时向来电人反馈办理情况。工单流转：东城区东华门街道回退意见：2023年2月1日，区城管委回退意见表明：城管委权属设施运行正常，案件涉及的污水井疑似边上鲜花店或快餐店向内进行排污，即疑似商户私接管道反水。2月3日，东城区城管委安排水务管理科会同东华门街道现场核实确认为2月1日私接管道的商户户线返水。根据此情况，按照《中华人民共和国城镇排水与污水处理条例》第四十九条 违反本条例规定，城镇排水与污水处理设施覆盖范围内的排水单位和个人，未按照国家有关规定将污水排入城镇排水设施，或者在雨水、污水分流地区将污水排入雨水管网的，由城镇排水主管部门责令改正，给予警告;逾期不改正或者造成严重后果的，对单位处10万元以上20万元以下罚款，对个人处2万元以上10万元以下罚款;造成损失的，依法承担赔偿责任。第五十条 违反本条例规定，排水户未取得污水排入排水管网许可证向城镇排水设施排放污水的，由城镇排水主管部门责令停止违法行为，限期采取治理措施，补办污水排入排水管网许可证，可以处50万元以下罚款;造成损失的，依去承担赔偿责任;构成犯罪的，依法追究刑事责任。请转北京市水务局水政监察大队
9546,市民反映，东城区的南护城河两岸的蚊虫特别多，希望消杀一下，来电希望相关部门帮助解决消杀蚊虫问题。注：请及时向来电人反馈办理信息。工单流转:根据市民反映的问题，2021年5月2日，东城区城市管理委员会安排水务进行核实，经核实，此问题请转市河湖处核实处理。
9881,市民反映，东城区东直门机场高架桥下（滨河路的南北向延长线）有一条河，很多鱼都死了，不清楚原因，不清楚是否有排污的，昨天还没事呢，来电反映希望处理死鱼问题。注：请及时向来电人反馈办理情况。工单流转：退回：经东直门街道 核实意见：来电人反映的希望处理死鱼问题，经东直门街道社区工作人员与来电人联系，该点位不在东直门街道辖区范围内，附录音。请平台转派朝阳区处理。工单流转：市中心，您好，经核实，东城区东直门机场高架桥下（滨河路的南北向延长线）有一条河即护城河，护城河为市属河道，建议转市水务局， 谢谢。，
1410,市民反映，东城区东直门街道北护城河水面上都是白色东西，不清楚具体是什么东西，来电反映水面污染注：请及时向来电人反馈办理情况
9960,市民反映，东城区东直门街道胡家园小区北侧挨着亮马河河道，河道北侧已改造，设置灯光和景观，但河南侧河坡位置大约有300米杂草丛生，杂草内还有蛇，存在安全隐患，东城区东直门街道吕主任也来了，说是属于朝阳区，朝阳区说属于东城区，东城区和朝阳区相互推诿，都说不归自己管理，杂草丛生问题不仅未得到解决，河道附近的垃圾也很多，自己认为最起码是先清理附近的环境，之后再进行改造。称自己是东城区东直门街道胡家园小区西区内业主，小区北侧就是亮马河河道，河南侧河坡位置并未进行改造，存在杂草丛生，并且堆放了大量生活垃圾和建筑垃圾，因为该情况无部门治理，致使杂草内有蛇，存在安全隐患，上述情况至今已存在半年之久，来电希望相关部门尽快对亮马河河南侧河坡杂草和生活垃圾，以及建筑垃圾进行清运，没有人来处理问题。河南侧河坡位置杂草丛生，并且堆放了大量生活垃圾和建筑垃圾，来电反映尽快整治亮马河南坡环境问题。注：请及时向来电人反馈办理情况。工单流转：经东城区园林绿化局核实，市民反映的亮马河南岸不在东城区园林绿化局管辖范围，请市平台转北京市河湖管理处办理。
3329,市民反映，东城区东直门三角地北护城河和东护城河的交汇点，由北京市水务局管理，有不下雨的时候观赏和下雨排洪的作用。前段时间下大雨，下水道里的污垢陷进河床里，河床里排走一部分，三角地沉积物污垢中有很多妇女卫生用品沉在河床底，腐烂不了。现在河水比较清，在下面可以看见，清理河道人员拿船把漂浮物捞，河底的东西用叉子叉走。很多人在河里游泳。漂浮物影响观瞻。建议能把河道里的漂浮物叉走，扔到垃圾站。来电希望核实处理河道漂浮物的问题。注：请及时向来电人反馈办理情况。工单流转：根据市民反映的问题，由水务科王怡到现场了解情况，经现场核实此处为市河湖处管辖范围，请转市河湖处处理。
1876,市民反映，东城区鼓楼地铁站旁的湖面，有些穿着制服的人把冰面敲掉，称是市政的人员，对毁坏冰面是否合理，来电反映毁坏冰面是否合理问题。注：请及时向反映人反馈办理情况。注：录音见热线-230101-022270工单流转：根据市民反映的问题，由水务科王怡到现场了解情况，经现场核实此处为市河湖处管辖范围，请转市河湖处处理。
12595,市民反映，东城区光明桥到广渠门桥之间，两边走路的人行道上，有很多遛狗的，狗屎满地都是也没有人清理，北边也有但是南边多一点，来电反映狗屎无人清理问题。注：请及时向来电人反馈办理情况。工单流转：东城区龙潭街道退回：经核实，护城河光明桥到广渠门桥之间两边走路的人行道上，狗屎无人清理，请回退市河湖管理处协调处置。工单流转：退回：经龙潭街道核实，护城河光明桥到广渠门桥之间两边走路的人行道上，狗屎无人清理，请回退市河湖管理处协调处置。
8735,市民反映，东城区广渠门桥下河里有水草特别多，并且水草越张越多，问题存在有一段时间了，希望相关职能部门帮助清理河里水草，来电反映协调清理水草问题。注：请及时向来电人反馈办理进展。工单流转退回：经区城管委 ，意见：根据市民匿名女士反映协调清理水草的问题，东城区城管委于2021年6月10日由水务管理科王怡核实办理，经核实，此问题为市河湖处管辖范围，建议转市河湖处处理。
